segNum,segLength,cumLength,EInit,NInit,UpInit,psiInit,kStart,kEnd,grade,bank,maxE,maxV,frictionBase,updatedFriction,mapType,totalLength,totalSegs,creationTime,x,y,z,bufferLeft,bufferRight,
23,0.999999348,24.99993426,-896.8642592,136.3552687,0,2.102919739,0.004025778,0.005009677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.999999955,25.99993422,-897.7410116,135.8341965,0,2.107029515,0.005009677,0.006009824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.999996704,26.99993092,-898.6134622,135.3096348,0,2.112135072,0.006009824,0.007029156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.999990897,27.99992182,-899.4807698,134.780921,0,2.118247415,0.007029156,0.00807046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.999987713,28.99990953,-900.3420941,134.2473917,0,2.125379478,0.00807046,0.009136328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.999982214,29.99989174,-901.1965994,133.7083811,0,2.133546033,0.009136328,0.010229096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.499999916,30.49989166,-902.0434461,133.1632258,0,2.142763515,0.010229096,0.010786224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1.499946358,31.99983802,-902.4637446,132.8881302,0,2.150345504,0.010786224,0.012502985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.999937013,32.99977503,-903.7108103,132.0518236,0,2.161530485,0.012502985,0.013686801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.999928405,33.99970344,-904.5296304,131.4842634,0,2.176906193,0.013686801,0.014902756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.999807277,34.99951071,-905.3374386,130.9079026,0,2.190516788,0.014902756,0.01615048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.999830441,35.99934115,-906.1333086,130.3221436,0,2.205275986,0.01615048,0.017429043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1.999763809,37.99910496,-906.9165194,129.7262388,0,2.221204424,0.017429043,0.020069023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.99998541,38.99909037,-908.4416341,128.5013107,0,2.247467894,0.020069023,0.021422519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.999995015,39.99908539,-909.1818978,127.8709229,0,2.27620225,0.021422519,0.022790525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.999997808,40.9990832,-909.906135,127.2277351,0,2.29699223,0.022790525,0.023205888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.999997617,41.99908081,-910.6135817,126.5712168,0,2.318873356,0.023205888,0.02362585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.499999985,42.4990808,-911.3037938,125.9013558,0,2.341232319,0.02362585,0.023837088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1.499921935,43.99900273,-911.6423244,125.5614573,0,2.358210816,0.023837088,0.024473291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.999694959,44.99869769,-912.6310166,124.5221217,0,2.381161087,0.024473291,0.024897125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1.498966121,46.49766381,-913.2671608,123.8131467,0,2.410286188,0.024897125,0.025527264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.998798197,47.49646201,-914.1859055,122.7260115,0,2.439946515,0.025527264,0.0259403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.998719866,48.49518188,-914.7741776,121.9857551,0,2.470099803,0.0259403,0.02634501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1.490192414,49.98537429,-915.3428619,121.233,0,2.494599629,0.02634501,0.02692782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.995998437,50.98137273,-916.1542839,120.0867174,0,2.525602551,0.02692782,0.027299322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1.494774655,52.47614738,-916.6713135,119.3053257,0,2.557051808,0.027299322,0.027822617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1.995490618,54.471638,-917.4083259,118.1099833,0,2.58907827,0.027822617,0.028441585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.499493048,55.97113105,-918.3174967,116.4724708,0,2.634754734,0.028441585,0.028833702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1.997638946,57.96876999,-918.9428774,115.2110626,0,2.681326927,0.028833702,0.029240166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2.496429731,60.46519973,-919.6966371,113.490135,0,2.7287658,0.029240166,0.029532539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.999661871,61.4648616,-920.5070615,111.2758215,0,2.790741389,0.029532539,0.029575336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.999957319,62.46481892,-920.7894474,110.3696613,0,2.839501353,0.029575336,0.029573048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.999824046,63.46464296,-921.0472652,109.4522691,0,2.867625936,0.029573048,0.029524431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.499935836,63.9645788,-921.280036,108.5241516,0,2.895862363,0.029524431,0.029482472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1.499889645,65.46446844,-921.3869338,108.0560392,0,2.917083047,0.029482472,0.024674535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.999946941,66.46441538,-921.6707148,106.6360737,0,2.944340733,0.024674535,0.021566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.999965726,67.46438111,-921.8320643,105.6774536,0,2.974841233,0.021566272,0.018551647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.999966659,68.46434777,-921.9740194,104.7102206,0,2.995868928,0.018551647,0.015635052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.999971625,69.46431939,-922.0990426,103.7352241,0,3.014059166,0.015635052,0.012814476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.499993978,69.96431337,-922.2096004,102.7532923,0,3.029472781,0.012814476,0.011438219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.999885097,70.96419847,-922.2602258,102.2599795,0,3.039327269,0.011438219,0.008748176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.999912707,71.96411118,-922.3537,101.2692988,0,3.047517702,0.008748176,0.006131206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.99995636,72.96406754,-922.4388761,100.2737418,0,3.056244217,0.006131206,0.003574024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.999989618,73.96405715,-922.5182204,99.27412428,0,3.062384114,0.003574024,0.001062372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.999998183,74.96405534,-922.5941971,98.27128863,0,3.065975224,0.001062372,-0.001418366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.499997238,75.46405257,-922.6692702,97.26609178,0,3.067046043,-0.001418366,-0.002651682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.999997676,76.46405025,-922.7072382,96.76287313,0,3.066285072,-0.002651682,-0.005113012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1.999882459,78.46393271,-922.7855788,95.75570868,0,3.063965621,-0.005113012,-0.010058832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.999960199,79.46389291,-922.9604981,93.7415112,0,3.054966836,-0.010058832,-0.012565107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0.999959761,80.46385267,-923.0620144,92.73606686,0,3.040967044,-0.012565107,-0.015103938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.999934102,81.46378677,-923.1761885,91.73284842,0,3.028272411,-0.015103938,-0.017678893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.999897149,82.46368392,-923.3054827,90.73271339,0,3.013028971,-0.017678893,-0.020289247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.999914533,83.46359845,-923.4523595,89.736505,0,2.995211361,-0.020289247,-0.02292916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.499996533,83.96359499,-923.6192919,88.74500121,0,2.974794089,-0.02292916,-0.022658398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.99997485,84.96356984,-923.7109908,88.25122496,0,2.957975054,-0.022658398,-0.022099566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.999980667,85.9635505,-923.910946,87.26787801,0,2.940986259,-0.022099566,-0.021521262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.999968651,86.96351915,-924.1324327,86.29014448,0,2.918821683,-0.021521262,-0.020927623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.999976223,87.96349538,-924.3747861,85.31808457,0,2.897254667,-0.020927623,-0.020322475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.999975908,88.96347129,-924.63735,84.35172201,0,2.876293932,-0.020322475,-0.01970935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.999969288,89.96344057,-924.9194618,83.39110732,0,2.855945518,-0.01970935,-0.019091451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.499997134,90.46343771,-925.2204587,82.43628931,0,2.836213367,-0.019091451,-0.018781609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1.499981516,91.96341922,-925.3778374,81.96105319,0,2.821800473,-0.018781609,-0.017852396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.999992866,92.96341209,-925.8764845,80.54415779,0,2.803200027,-0.017852396,-0.017235967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.999981024,93.96339311,-926.2301872,79.6069458,0,2.780720608,-0.017235967,-0.016624217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1.49997215,95.46336526,-926.6001301,78.67570668,0,2.763451638,-0.016624217,-0.015718707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.999990523,96.46335578,-927.1840574,77.29011932,0,2.74275017,-0.015718707,-0.015124877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.999997082,97.46335287,-927.5917243,76.37396317,0,2.722925113,-0.015124877,-0.014539998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.999991875,98.46334474,-928.0133259,75.46391278,0,2.707756048,-0.014539998,-0.013964728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.999982263,99.463327,-928.4481965,74.5600217,0,2.693171318,-0.013964728,-0.013399507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.999979879,100.4633069,-928.8956731,73.66233658,0,2.679163083,-0.013399507,-0.012844567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.999984881,101.4632918,-929.355098,72.77089366,0,2.66572307,-0.012844567,-0.012299962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.499995994,101.9632878,-929.8258138,71.88572919,0,2.652842771,-0.012299962,-0.012276319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.99999178,102.9632795,-930.0652116,71.4455138,0,2.643506756,-0.012276319,-0.012228871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.999992215,103.9632718,-930.5519224,70.56986067,0,2.634287451,-0.012228871,-0.01218129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.499996037,104.4632678,-931.0490944,69.70063227,0,2.622038978,-0.01218129,-0.01215748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1.499944426,105.9632122,-931.3015684,69.26844823,0,2.612885473,-0.01215748,-0.012086119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.999993224,106.9632054,-932.0743526,67.98175305,0,2.600734908,-0.012086119,-0.012038713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.999992852,107.9631983,-932.6022391,67.13219593,0,2.585610325,-0.012038713,-0.011991546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0.999991807,108.9631901,-933.1401407,66.28932898,0,2.573570991,-0.011991546,-0.011944706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.499992997,109.4631831,-933.6879458,65.45321893,0,2.561582541,-0.011944706,-0.011921434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.999954033,110.4631371,-933.9655258,65.0377205,0,2.552622456,-0.011921434,-0.011875238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.999955764,111.4630929,-934.5279564,64.21189961,0,2.543694012,-0.011875238,-0.011829569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1.999910791,113.4630037,-935.1000126,63.39299824,0,2.531830075,-0.011829569,-0.011740113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.999989086,114.4629928,-936.2725533,61.77622369,0,2.514130756,-0.011740113,-0.011696466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.999993226,115.462986,-936.8728356,60.97845579,0,2.496523934,-0.011696466,-0.011653631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0.999993928,116.4629799,-937.4823002,60.18787078,0,2.484847104,-0.011653631,-0.011611671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.499999164,116.9629791,-938.1008337,59.40453761,0,2.47321472,-0.011611671,-0.011591039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1.499975587,118.4629547,-938.4134677,59.01560964,0,2.464517548,-0.011591039,-0.011530623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.499995756,118.9629504,-939.3646521,57.8599032,0,2.452964219,-0.011530623,-0.011511001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0.999989767,119.9629402,-939.6861017,57.47837911,0,2.441445045,-0.011511001,-0.011472572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.999989154,120.9629294,-940.3354946,56.72095353,0,2.432836201,-0.011472572,-0.010678291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.999993375,121.9629227,-940.9933752,55.97097887,0,2.421515872,-0.010678291,-0.009880132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.999993897,122.9629166,-941.6592398,55.22801928,0,2.410862895,-0.009880132,-0.009079647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0.999985546,123.9629022,-942.3325001,54.49154564,0,2.401005109,-0.009079647,-0.008278114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.999990454,124.9628926,-943.0125641,53.76103245,0,2.391944174,-0.008278114,-0.007476531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.999992319,125.9628849,-943.6988549,53.03593807,0,2.383680823,-0.007476531,-0.006675672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.999998357,126.9628833,-944.3907846,52.31573282,0,2.376215097,-0.006675672,-0.005876092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0.999999576,127.9628829,-945.0877702,51.59988181,0,2.369546573,-0.005876092,-0.005078157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.999993868,128.9628767,-945.7892224,50.88785658,0,2.363674459,-0.005078157,-0.004282071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.99998067,129.9628574,-946.4945506,50.17913009,0,2.358597746,-0.004282071,-0.003487891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1.999960286,131.9628177,-947.2031633,49.47317562,0,2.354315279,-0.003487891,-0.001904844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0.499999928,132.4628176,-948.6279261,48.06742769,0,2.34947677,-0.001904844,-0.001510039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1.499975233,133.9627929,-948.9852671,47.71687933,0,2.346599212,-0.001510039,-0.000327411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.999999787,134.9627926,-950.0588444,46.66633688,0,2.345350486,-0.000327411,0.00045995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.999991074,135.9627837,-950.7751519,45.96620344,0,2.344776195,0.00045995,0.001246834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.999978881,136.9627626,-951.4912317,45.26564719,0,2.345236917,0.001246834,0.002033555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.999978088,137.9627407,-952.2064953,44.56413865,0,2.346486016,0.002033555,0.002820407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.999983411,138.9627241,-952.9203652,43.86113793,0,2.348523421,0.002820407,0.003607619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.999983557,139.9627077,-953.6322597,43.15610879,0,2.351349273,0.003607619,0.004395337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.999987792,140.9626955,-954.3415892,42.44852293,0,2.354963859,0.004395337,0.004657711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.999994792,141.9626902,-955.0478303,41.73791055,0,2.359279723,0.004657711,0.004921012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.999998996,142.9626892,-955.750696,41.02406284,0,2.363946056,0.004921012,0.005185271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.49999986,143.4626891,-956.4499552,40.30683996,0,2.368875714,0.005185271,0.005317767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1.499995793,144.9626849,-956.7981598,39.94691941,0,2.372737977,0.005317767,0.005716719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.999995366,145.9626803,-957.8367264,38.86171237,0,2.378152097,0.005716719,0.005983893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.999980553,146.9626608,-958.523779,38.13352508,0,2.385251804,0.005983893,0.006251994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.999979614,147.9626404,-959.2062951,37.40140947,0,2.391241927,0.006251994,0.006520971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1.999957605,149.962598,-959.884055,36.66521372,0,2.397498932,0.006520971,0.00706125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.999990027,150.9625881,-961.22439,35.18001391,0,2.407419507,0.00706125,0.007332345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.999994895,151.962583,-961.8865146,34.43071731,0,2.417877981,0.007332345,0.007603899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.999992688,152.9625756,-962.5429698,33.67676907,0,2.425208945,0.007603899,0.007875747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.999995274,153.9625709,-963.1935216,32.91803274,0,2.432809581,0.007875747,0.008147702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.999994221,154.9625651,-963.837944,32.15436292,0,2.440680164,0.008147702,0.008419549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1.49998753,156.4625527,-964.4760052,31.38562062,0,2.448820854,0.008419549,0.008826578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.999997264,157.4625499,-965.4206675,30.22268761,0,2.459390469,0.008826578,0.009097036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.999994859,158.4625448,-966.0418267,29.44063951,0,2.47035393,0.009097036,0.009366416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.999995258,159.46254,-966.6558217,28.65302382,0,2.479438993,0.009366416,0.009634378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.999995464,160.4625355,-967.2624248,27.85969658,0,2.488792821,0.009634378,0.009900552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.999997353,161.4625329,-967.8614069,27.06051617,0,2.49841457,0.009900552,0.00981905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.999997181,162.46253,-968.4525793,26.2553827,0,2.508245437,0.00981905,0.009738293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.999992241,163.4625223,-969.0359104,25.44437213,0,2.518054117,0.009738293,0.009658353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.999993152,164.4625154,-969.611407,24.62760594,0,2.527783543,0.009658353,0.009579294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0.999992949,165.4625084,-970.1790819,23.80519694,0,2.537434551,0.009579294,0.00950118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1.499984919,166.9624933,-970.7389437,22.9772636,0,2.547008041,0.00950118,0.009385908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.499998058,167.4624914,-971.5641053,21.72526607,0,2.558863489,0.009385908,0.009348018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2.499926497,169.9624179,-971.8352646,21.30529607,0,2.568271975,0.009348018,0.009162872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.99999512,170.962413,-973.1618585,19.18639995,0,2.582218647,0.009162872,0.009090929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.999994399,171.9624074,-973.6789189,18.33018155,0,2.598318933,0.009090929,0.009020263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.999996403,172.9624038,-974.188227,17.46920335,0,2.607412588,0.009020263,0.008950913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.999991337,173.9623951,-974.6897937,16.60358055,0,2.616436484,0.008950913,0.008882919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.999987882,174.962383,-975.1836247,15.73343686,0,2.62539177,0.008882919,0.008816316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0.99998871,175.9623717,-975.6697305,14.85888848,0,2.634279612,0.008816316,0.00875114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0.999988734,176.9623604,-976.1481225,13.98004924,0,2.643101255,0.00875114,0.008687421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0.999989894,177.9623503,-976.6188097,13.09703739,0,2.651857955,0.008687421,0.00862519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.999995087,178.9623454,-977.081802,12.20996949,0,2.660550972,0.00862519,0.008564475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.99999366,179.9623391,-977.5371106,11.31895946,0,2.66918161,0.008564475,0.008505304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1.499978512,181.4623176,-977.9847418,10.42413075,0,2.677751157,0.008505304,0.008419497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0.9999906,182.4623082,-978.6418102,9.074993228,0,2.688375992,0.008419497,0.00842331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0.999988041,183.4622962,-979.0702838,8.171120912,0,2.698926175,0.00842331,0.008427301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
